BK3|3x3 Basketball|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BK3.avif|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BK3-dark.avif|2025-01-11 12:22:16.918460
ARC|Archery|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/ARC.avif|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/ARC-dark.avif|2025-01-11 12:22:16.918460
GAR|Artistic Gymnastics|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/GAR.avif|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/GAR-dark.avif|2025-01-11 12:22:16.918460
SWA|Artistic Swimming|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SWA.avif|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SWA-dark.avif|2025-01-11 12:22:16.918460
ATH|Athletics|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/ATH.avif|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/ATH-dark.avif|2025-01-11 12:22:16.918460
BDM|Badminton|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BDM.avif|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BDM-dark.avif|2025-01-11 12:22:16.918460
BKB|Basketball|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BKB.avif|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BKB-dark.avif|2025-01-11 12:22:16.918460
VBV|Beach Volleyball|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/VBV.avif|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/VBV-dark.avif|2025-01-11 12:22:16.918460
BOX|Boxing|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BOX.avif|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BOX-dark.avif|2025-01-11 12:22:16.918460
BKG|Breaking|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BKG.avif|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BKG-dark.avif|2025-01-11 12:22:16.918460
CSL|Canoe Slalom|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CSL.avif|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CSL-dark.avif|2025-01-11 12:22:16.918460
CSP|Canoe Sprint|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CSP.avif|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CSP-dark.avif|2025-01-11 12:22:16.918460
BMF|Cycling BMX Freestyle|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BMF.avif|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BMF-dark.avif|2025-01-11 12:22:16.918460
BMX|Cycling BMX Racing|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BMX.avif|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BMX-dark.avif|2025-01-11 12:22:16.918460
MTB|Cycling Mountain Bike|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/MTB.avif|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/MTB-dark.avif|2025-01-11 12:22:16.918460
CRD|Cycling Road|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CRD.avif|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CRD-dark.avif|2025-01-11 12:22:16.918460
CTR|Cycling Track|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CTR.avif|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CTR-dark.avif|2025-01-11 12:22:16.918460
DIV|Diving|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/DIV.avif|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/DIV-dark.avif|2025-01-11 12:22:16.918460
EQU|Equestrian|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/EQU.avif|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/EQU-dark.avif|2025-01-11 12:22:16.918460
FEN|Fencing|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/FEN.avif|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/FEN-dark.avif|2025-01-11 12:22:16.918460
FBL|Football|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/FBL.avif|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/FBL-dark.avif|2025-01-11 12:22:16.918460
GLF|Golf|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/GLF.avif|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/GLF-dark.avif|2025-01-11 12:22:16.918460
HBL|Handball|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/HBL.avif|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/HBL-dark.avif|2025-01-11 12:22:16.918460
HOC|Hockey|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/HOC.avif|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/HOC-dark.avif|2025-01-11 12:22:16.918460
JUD|Judo|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/JUD.avif|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/JUD-dark.avif|2025-01-11 12:22:16.918460
OWS|Marathon Swimming|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/OWS.avif|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/OWS-dark.avif|2025-01-11 12:22:16.918460
MPN|Modern Pentathlon|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/MPN.avif|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/MPN-dark.avif|2025-01-11 12:22:16.918460
GRY|Rhythmic Gymnastics|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/GRY.avif|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/GRY-dark.avif|2025-01-11 12:22:16.918460
ROW|Rowing|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/ROW.avif|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/ROW-dark.avif|2025-01-11 12:22:16.918460
RU7|Rugby Sevens|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/RU7.avif|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/RU7-dark.avif|2025-01-11 12:22:16.918460
SAL|Sailing|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SAL.avif|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SAL-dark.avif|2025-01-11 12:22:16.918460
SHO|Shooting|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SHO.avif|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SHO-dark.avif|2025-01-11 12:22:16.918460
SKB|Skateboarding|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SKB.avif|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SKB-dark.avif|2025-01-11 12:22:16.918460
CLB|Sport Climbing|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CLB.avif|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CLB-dark.avif|2025-01-11 12:22:16.918460
SRF|Surfing|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SRF.avif|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SRF-dark.avif|2025-01-11 12:22:16.918460
SWM|Swimming|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SWM.avif|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SWM-dark.avif|2025-01-11 12:22:16.918460
TTE|Table Tennis|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/TTE.avif|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/TTE-dark.avif|2025-01-11 12:22:16.918460
TKW|Taekwondo|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/TKW.avif|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/TKW-dark.avif|2025-01-11 12:22:16.918460
TEN|Tennis|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/TEN.avif|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/TEN-dark.avif|2025-01-11 12:22:16.918460
GTR|Trampoline Gymnastics|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/GTR.avif|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/GTR-dark.avif|2025-01-11 12:22:16.918460
TRI|Triathlon|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/TRI.avif|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/TRI-dark.avif|2025-01-11 12:22:16.918460
VVO|Volleyball|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/VVO.avif|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/VVO-dark.avif|2025-01-11 12:22:16.918460
WPO|Water Polo|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/WPO.avif|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/WPO-dark.avif|2025-01-11 12:22:16.918460
WLF|Weightlifting|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/WLF.avif|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/WLF-dark.avif|2025-01-11 12:22:16.918460
WRE|Wrestling|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/WRE.avif|https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/WRE-dark.avif|2025-01-11 12:22:16.918460
FBB|Blind Football|https://assets.codante.io/codante-apis/olympic-games/pictograms/FBB.avif|https://assets.codante.io/codante-apis/olympic-games/pictograms/FBB-dark.avif|2025-01-11 12:22:16.918460
BOC|Boccia|https://assets.codante.io/codante-apis/olympic-games/pictograms/BOC.avif|https://assets.codante.io/codante-apis/olympic-games/pictograms/BOC-dark.avif|2025-01-11 12:22:16.918460
GBL|Goalball|https://assets.codante.io/codante-apis/olympic-games/pictograms/GBL.avif|https://assets.codante.io/codante-apis/olympic-games/pictograms/GBL-dark.avif|2025-01-11 12:22:16.918460
P-FBB|Blind Football|https://assets.codante.io/codante-apis/olympic-games/pictograms/P-FBB.avif|https://assets.codante.io/codante-apis/olympic-games/pictograms/P-FBB-dark.avif|2025-01-11 12:22:16.918460
P-BOC|Boccia|https://assets.codante.io/codante-apis/olympic-games/pictograms/P-BOC.avif|https://assets.codante.io/codante-apis/olympic-games/pictograms/P-BOC-dark.avif|2025-01-11 12:22:16.918460
P-GBL|Goalball|https://assets.codante.io/codante-apis/olympic-games/pictograms/P-GBL.avif|https://assets.codante.io/codante-apis/olympic-games/pictograms/P-GBL-dark.avif|2025-01-11 12:22:16.918460
P-ARC|Para Archery|https://assets.codante.io/codante-apis/olympic-games/pictograms/P-ARC.avif|https://assets.codante.io/codante-apis/olympic-games/pictograms/P-ARC-dark.avif|2025-01-11 12:22:16.918460
P-ATH|Para Athletics|https://assets.codante.io/codante-apis/olympic-games/pictograms/P-ATH.avif|https://assets.codante.io/codante-apis/olympic-games/pictograms/P-ATH-dark.avif|2025-01-11 12:22:16.918460
P-BDM|Para Badminton|https://assets.codante.io/codante-apis/olympic-games/pictograms/P-BDM.avif|https://assets.codante.io/codante-apis/olympic-games/pictograms/P-BDM-dark.avif|2025-01-11 12:22:16.918460
P-CSP|Para Canoe|https://assets.codante.io/codante-apis/olympic-games/pictograms/P-CSP.avif|https://assets.codante.io/codante-apis/olympic-games/pictograms/P-CSP-dark.avif|2025-01-11 12:22:16.918460
P-CRD|Para Cycling Road|https://assets.codante.io/codante-apis/olympic-games/pictograms/P-CRD.avif|https://assets.codante.io/codante-apis/olympic-games/pictograms/P-CRD-dark.avif|2025-01-11 12:22:16.918460
P-CTR|Para Cycling Track|https://assets.codante.io/codante-apis/olympic-games/pictograms/P-CTR.avif|https://assets.codante.io/codante-apis/olympic-games/pictograms/P-CTR-dark.avif|2025-01-11 12:22:16.918460
P-EQU|Para Equestrian|https://assets.codante.io/codante-apis/olympic-games/pictograms/P-EQU.avif|https://assets.codante.io/codante-apis/olympic-games/pictograms/P-EQU-dark.avif|2025-01-11 12:22:16.918460
P-JUD|Para Judo|https://assets.codante.io/codante-apis/olympic-games/pictograms/P-JUD.avif|https://assets.codante.io/codante-apis/olympic-games/pictograms/P-JUD-dark.avif|2025-01-11 12:22:16.918460
P-PWL|Para Powerlifting|https://assets.codante.io/codante-apis/olympic-games/pictograms/P-PWL.avif|https://assets.codante.io/codante-apis/olympic-games/pictograms/P-PWL-dark.avif|2025-01-11 12:22:16.918460
P-ROW|Para Rowing|https://assets.codante.io/codante-apis/olympic-games/pictograms/P-ROW.avif|https://assets.codante.io/codante-apis/olympic-games/pictograms/P-ROW-dark.avif|2025-01-11 12:22:16.918460
P-SWM|Para Swimming|https://assets.codante.io/codante-apis/olympic-games/pictograms/P-SWM.avif|https://assets.codante.io/codante-apis/olympic-games/pictograms/P-SWM-dark.avif|2025-01-11 12:22:16.918460
P-TTE|Para Table Tennis|https://assets.codante.io/codante-apis/olympic-games/pictograms/P-TTE.avif|https://assets.codante.io/codante-apis/olympic-games/pictograms/P-TTE-dark.avif|2025-01-11 12:22:16.918460
P-TKW|Para Taekwondo|https://assets.codante.io/codante-apis/olympic-games/pictograms/P-TKW.avif|https://assets.codante.io/codante-apis/olympic-games/pictograms/P-TKW-dark.avif|2025-01-11 12:22:16.918460
P-TRI|Para Triathlon|https://assets.codante.io/codante-apis/olympic-games/pictograms/P-TRI.avif|https://assets.codante.io/codante-apis/olympic-games/pictograms/P-TRI-dark.avif|2025-01-11 12:22:16.918460
P-SHO|Shooting Para Sport|https://assets.codante.io/codante-apis/olympic-games/pictograms/P-SHO.avif|https://assets.codante.io/codante-apis/olympic-games/pictograms/P-SHO-dark.avif|2025-01-11 12:22:16.918460
P-VBS|Sitting Volleyball|https://assets.codante.io/codante-apis/olympic-games/pictograms/P-VBS.avif|https://assets.codante.io/codante-apis/olympic-games/pictograms/P-VBS-dark.avif|2025-01-11 12:22:16.918460
P-WBK|Wheelchair Basketball|https://assets.codante.io/codante-apis/olympic-games/pictograms/P-WBK.avif|https://assets.codante.io/codante-apis/olympic-games/pictograms/P-WBK-dark.avif|2025-01-11 12:22:16.918460
P-WFE|Wheelchair Fencing|https://assets.codante.io/codante-apis/olympic-games/pictograms/P-WFE.avif|https://assets.codante.io/codante-apis/olympic-games/pictograms/P-WFE-dark.avif|2025-01-11 12:22:16.918460
P-WRU|Wheelchair Rugby|https://assets.codante.io/codante-apis/olympic-games/pictograms/P-WRU.avif|https://assets.codante.io/codante-apis/olympic-games/pictograms/P-WRU-dark.avif|2025-01-11 12:22:16.918460
P-WTE|Wheelchair Tennis|https://assets.codante.io/codante-apis/olympic-games/pictograms/P-WTE.avif|https://assets.codante.io/codante-apis/olympic-games/pictograms/P-WTE-dark.avif|2025-01-11 12:22:16.918460
